	tweet_textual_content	len	ID	Date	Source	Likes	RTs
972	RT @BlackMambaa999: i want to have a harry potter movie marathon	64	1140957342613135361	Tue Jun 18 12:20:03 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	14
973	"Any Harry Potter fans out there? 🎩 This looks CLASS!

https://t.co/AuSQJtWYQe"	77	1140957331037007874	Tue Jun 18 12:20:00 +0000 2019	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	1	0
974	"RT @kitsnit: harry potter e as relíquias da morte

cansada de procurar por coisas que eu não faço ideia do que são https://t.co/9BxnGorjO4"	138	1140957295255465989	Tue Jun 18 12:19:51 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	36
975	RT @estoumuytriste: queria uma nimbus 3000 do harry potter pra voa bem longe daqui	82	1140957718393630721	Tue Jun 18 12:21:32 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2842
976	"RT @EiProfeta: Hace 15 años se estrenaba en cines ""Harry Potter y el prisionero de Azkaban"" en España. https://t.co/6nkLpdka88"	126	1140957147108429824	Tue Jun 18 12:19:16 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	688
977	RT @estoumuytriste: queria uma nimbus 3000 do harry potter pra voa bem longe daqui	82	1140957269171068929	Tue Jun 18 12:19:45 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2842
978	"RT @TysonLester: Via @ThisIsInsider: ""Monopoly is releasing a 'Lion King' board game."" https://t.co/RuIN0uY5Cj

How do you inspire &amp; motiva…"	144	1140957567323013120	Tue Jun 18 12:20:56 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	3
979	"RT @margaerii: Busco mutuals para charlar de:
⇨Literatura📚
⇨Cine📽
⇨Cosplay🧚‍♀️
⇨Disney✨
⇨Zelda💚
⇨Harry Potter⚡️
⇨Marvel⭐️
⇨Teen Titans💜
⇨Da…"	140	1140957175252213760	Tue Jun 18 12:19:23 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13
980	"RT @EiProfeta: Hace 15 años se estrenaba en cines ""Harry Potter y el prisionero de Azkaban"" en España. https://t.co/6nkLpdka88"	126	1140957725368737793	Tue Jun 18 12:21:34 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	688
981	harry potter e a ordem da fenix, Dolores maldita sendo encenada por uma professora aí rs https://t.co/K06p8h49Es	112	1140957521999515649	Tue Jun 18 12:20:45 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0
982	RT @tytheanimator: Want your mind blown? Google Scar and Mufasa’s dad. Just found out Disney released a book after the lion king titled “A…	139	1140958049613467650	Tue Jun 18 12:22:51 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	3012
983	"RT @debrisumule: this is so good!
Billie Eilish - Bad Guy x Harry potter 🔥 https://t.co/eK2kkEwoon"	98	1140958320213151744	Tue Jun 18 12:23:56 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	528
984	RT @FunkeyMax: My mother @bfunkey is working on her doctoral thesis which is to see the impact of Harry Potter on people born in the mid-la…	140	1140958200881209345	Tue Jun 18 12:23:27 +0000 2019	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	0	16
985	RT @Deji_Vu: Not allowed to watch Harry Potter but Babalawo Chronicles IV is ok, alright Mum	92	1140958268094857216	Tue Jun 18 12:23:43 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	9
986	"RT @strlordx: no one:
harry potter: https://t.co/rYYMgdf1Zl"	59	1140958171806257152	Tue Jun 18 12:23:20 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	68
987	¿Dobby de Harry Potter, eres tú?: Algunas personas estiman que se trata de una criatura real, mientras otras estima… https://t.co/mzsx2f81W3	140	1140958355797815296	Tue Jun 18 12:24:04 +0000 2019	"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>"	14	6
988	RT @tytheanimator: Want your mind blown? Google Scar and Mufasa’s dad. Just found out Disney released a book after the lion king titled “A…	139	1140958372096806912	Tue Jun 18 12:24:08 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	3012
989	RT @The_KingIsReal: Unpopular Opinion: Percy Jackson had so much potential. It was supposed to be a Harry Potter caliber film franchise. I…	139	1140958272477732864	Tue Jun 18 12:23:44 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	477
990	Check out what I found. Harry Potter Sirius Orion Black Daily Prophet Kraft Paper Poster https://t.co/B8EMM4rgYG via @eBay_UK	125	1140957976985067520	Tue Jun 18 12:22:34 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0
991	"RT @thisisinsider: Fly through the Forbidden Forest on this new ""Harry Potter"" coaster https://t.co/LmcMkbHNMe"	110	1140958062863355904	Tue Jun 18 12:22:54 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	1005
992	"RT @marveuloki: Harry Potter x Billie Eillish?

sure, why not https://t.co/VnlHuMiW7z"	85	1140957893862105089	Tue Jun 18 12:22:14 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	21953
993	"Tautulli (GumbyPlex)
Nadine &amp; Allison (Allie's Roku) started playing Harry Potter and the Prisoner of Azkaban."	114	1140957884764819456	Tue Jun 18 12:22:12 +0000 2019	"<a href=""https://www.facebook.com/groups/427093850809443/"" rel=""nofollow"">GumbyPlex</a>"	0	0
994	"RT @kitsnit: harry potter e as relíquias da morte

cansada de procurar por coisas que eu não faço ideia do que são https://t.co/9BxnGorjO4"	138	1140957828699570177	Tue Jun 18 12:21:58 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	36
995	RT @estoumuytriste: queria uma nimbus 3000 do harry potter pra voa bem longe daqui	82	1140957952825810944	Tue Jun 18 12:22:28 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2842
996	RT @The_KingIsReal: Unpopular Opinion: Percy Jackson had so much potential. It was supposed to be a Harry Potter caliber film franchise. I…	139	1140958381458505728	Tue Jun 18 12:24:10 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	477
997	"RT @ToBeyOrNoToBey: “You’re not gonna make the Lion King about Beyoncé”

Me: https://t.co/fDjhmRdEgH"	100	1140958046635642881	Tue Jun 18 12:22:50 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	63126
998	I'm going to kill you, Harry Potter. I'm going to destroy you.	62	1140957988410318850	Tue Jun 18 12:22:37 +0000 2019	"<a href=""http://diggcry.tumblr.com"" rel=""nofollow"">Tom Riddle Bot</a>"	0	0
999	"RT @meri_x7: This reminded me of that one Harry Potter moment where Lavender writes on the window that she loves Ron ㅋㅋㅋ

#TAEHYUNG 🐯💜 @BTS…"	140	1140958336638046213	Tue Jun 18 12:24:00 +0000 2019	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	0	4
1000	RT @The_KingIsReal: Unpopular Opinion: Percy Jackson had so much potential. It was supposed to be a Harry Potter caliber film franchise. I…	139	1140958080164945920	Tue Jun 18 12:22:58 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	477
1001	RT @FanactuCom: Harry Potter : une nouvelle bande annonce de gameplay pour le jeu mobile #WizardsUnit : https://t.co/lFbmNv5HID https://t.c…	140	1140958068353708033	Tue Jun 18 12:22:56 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	3
1002	RT @esquizochanel: Do jeito que eu amo Harry Potter eu ia ficar falando o nome dos feitiços e me imaginando na batalha de hogwarts bem plen…	140	1140958136926375937	Tue Jun 18 12:23:12 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	92
1003	"RT @_Snape_: Harry Potter x Billie Eilish?

Sure, why not
https://t.co/H7RmW2JUIX"	81	1140958362604933122	Tue Jun 18 12:24:06 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	8945
1004	"RT @_Snape_: Harry Potter x Billie Eilish?

Sure, why not
https://t.co/H7RmW2JUIX"	81	1140958210100277248	Tue Jun 18 12:23:29 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	8945
1005	"RT @minsugacheonye: Harry Potter y el misterio de que le dijo Jungkook a Hoseok para que reaccionara así 

 https://t.co/1ZREgz4FB0"	131	1140957833506316290	Tue Jun 18 12:22:00 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	1638
1006	"RT @marveuloki: Harry Potter x Billie Eillish?

sure, why not https://t.co/VnlHuMiW7z"	85	1140958097860489216	Tue Jun 18 12:23:03 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	21953
1007	"RT @SeriesBrasil: TOP CASAIS FAVORITOS 💕

52 • Ron e Hermione (Harry Potter) https://t.co/5txgmYXMwq"	100	1140958052516007938	Tue Jun 18 12:22:52 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	870
1008	RT @_AllhailqueenK: I just wanna lay in bed all day and watch Harry Potter movies	81	1140958211668946944	Tue Jun 18 12:23:30 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2
1009	"RT @tedaselectricas: Harry Potter'ın alnında, tedaş işareti şeklindeki bu yara nasıl oluşmuş...
Yüz kere izah ettik anlamayanlar için filmi…"	140	1140958018923913216	Tue Jun 18 12:22:44 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	18
1010	"RT @MVDeepQuotes: “เก่งกล้า ไม่ได้หมายความว่าต้องแกว่งเท้าหาเสี้ยน”

- The Lion King -"	86	1140957933968035840	Tue Jun 18 12:22:24 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	1883
1011	@ProfessorDum Harry Potter e a Pedra Filosofal, várias mudanças na minha vida	77	1140958241922437123	Tue Jun 18 12:23:37 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
1012	@trshmcghl ANLAYO!!! pagmanonood na ng lion king magkikkta kita rin tayo HAHAHHAA	81	1140957861842788352	Tue Jun 18 12:22:06 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0
1013	"no one:
harry potter: https://t.co/PXcdXqX92m"	45	1140957891081449472	Tue Jun 18 12:22:13 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	1	0
1014	"RT @_Snape_: Harry Potter x Billie Eilish?

Sure, why not
https://t.co/H7RmW2JUIX"	81	1140958070878527488	Tue Jun 18 12:22:56 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	8945
1015	"RT @marveuloki: Harry Potter x Billie Eillish?

sure, why not https://t.co/VnlHuMiW7z"	85	1140958036824977408	Tue Jun 18 12:22:48 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	21953
1016	"RT @_Snape_: Harry Potter x Billie Eilish?

Sure, why not
https://t.co/H7RmW2JUIX"	81	1140958081804730369	Tue Jun 18 12:22:59 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	8945
1017	"RT @minsugacheonye: Harry Potter y el misterio de que le dijo Jungkook a Hoseok para que reaccionara así 

 https://t.co/1ZREgz4FB0"	131	1140958071092588544	Tue Jun 18 12:22:56 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	1638
1018	RT @chasingmiriam: oye y qué casa de harry potter me pega a mí??	64	1140958324118228993	Tue Jun 18 12:23:57 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	1
1019	"A magical Harry Potter-themed brunch is coming to NYC this August
#newyork #NYC #event #HarryPotter #Wizardbrunch… https://t.co/7IIRBPtxxR"	138	1140957790388793345	Tue Jun 18 12:21:49 +0000 2019	"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>"	0	0
1020	RT @estoumuytriste: queria uma nimbus 3000 do harry potter pra voa bem longe daqui	82	1140958121696866304	Tue Jun 18 12:23:08 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2842
1021	"Hi Twitter! I need em mutuals
Rt/follow/like if u stan:

Harry Potter
PJO
HOO
THG
Marvel
Buzzfeed Unsolved
Billie E… https://t.co/uu8TwWWIVS"	140	1140958051152740357	Tue Jun 18 12:22:52 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	1	0
1022	"@Geo_AW ""Harry potter dude"" Daniel Radcliffe?"	45	1140958097319612417	Tue Jun 18 12:23:03 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0
1023	"RT @DreamDlp: On a peut être pas de Land Harry Potter nous, mais on a la musique. 
Et TOC ! https://t.co/WAUNSPFDv7"	115	1140958223442305024	Tue Jun 18 12:23:33 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2
1024	"RT @kitsnit: harry potter e as relíquias da morte

cansada de procurar por coisas que eu não faço ideia do que são https://t.co/9BxnGorjO4"	138	1140957783963131911	Tue Jun 18 12:21:48 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	36
1025	"RT @debrisumule: this is so good!
Billie Eilish - Bad Guy x Harry potter 🔥 https://t.co/eK2kkEwoon"	98	1140957828766502912	Tue Jun 18 12:21:59 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	528
1026	RT @estoumuytriste: queria uma nimbus 3000 do harry potter pra voa bem longe daqui	82	1140957833690853376	Tue Jun 18 12:22:00 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2842
1027	RT @The_KingIsReal: Unpopular Opinion: Percy Jackson had so much potential. It was supposed to be a Harry Potter caliber film franchise. I…	139	1140957939609395200	Tue Jun 18 12:22:25 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	477
1028	RT @Draeneirys: ⚡️ CITA Y RESPONDE DE HARRY POTTER ⚡️ https://t.co/nkRzfyPTJz	77	1140958289083211776	Tue Jun 18 12:23:48 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	10
1029	The butterbeer tastes just like it does in Florida 😊❤️ @ Harry Potter Studio Film Set London https://t.co/zQh8XqRsrp	116	1140958229670895616	Tue Jun 18 12:23:34 +0000 2019	"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"	1	0
1030	RT @c0njur1ng: le n-word à ce qui paraît y a que Harry Potter qui a le courage de le dire	89	1140958178911424513	Tue Jun 18 12:23:22 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	23
1031	"RT @_Snape_: Harry Potter x Billie Eilish?

Sure, why not
https://t.co/H7RmW2JUIX"	81	1140957970450141184	Tue Jun 18 12:22:32 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	8945
1032	"RT @marveuloki: Harry Potter x Billie Eillish?

sure, why not https://t.co/VnlHuMiW7z"	85	1140957797389127681	Tue Jun 18 12:21:51 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	21953
1033	"RT @_Snape_: Harry Potter x Billie Eilish?

Sure, why not
https://t.co/H7RmW2JUIX"	81	1140957992554291204	Tue Jun 18 12:22:38 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	8945
1034	RT @FunkeyMax: My mother @bfunkey is working on her doctoral thesis which is to see the impact of Harry Potter on people born in the mid-la…	140	1140957796030136323	Tue Jun 18 12:21:51 +0000 2019	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	0	16
1035	@ordurebizare69 Harry Potter? 😱	31	1140958004491280385	Tue Jun 18 12:22:40 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
1036	RT @askmenfess: [Askmf] Harry Potter x Billie Eillish  https://t.co/4CSwYNbOSi	78	1140957904175939585	Tue Jun 18 12:22:16 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	341
1037	Harry Potter was an issue but seeing “incantations” in the subtitles was okay https://t.co/WBvjoHLCxh	101	1140958017061625857	Tue Jun 18 12:22:43 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
1038	RT @estoumuytriste: queria uma nimbus 3000 do harry potter pra voa bem longe daqui	82	1140958180547223552	Tue Jun 18 12:23:22 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2842
1039	RT @tytheanimator: Want your mind blown? Google Scar and Mufasa’s dad. Just found out Disney released a book after the lion king titled “A…	139	1140958003325222912	Tue Jun 18 12:22:40 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	3012
1040	"Harry Potter e o Cálice de fogo 

De saco cheio de as coisas começarem a dar certo na minha vida e DO NADA dar tudo… https://t.co/vd1TdIdElC"	140	1140958178810695680	Tue Jun 18 12:23:22 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0
1041	"RT @_Snape_: Harry Potter x Billie Eilish?

Sure, why not
https://t.co/H7RmW2JUIX"	81	1140958078772269056	Tue Jun 18 12:22:58 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	8945
1042	RT @nachdermas: it should be illegal to like harry potter after the age of 18. smoke a fucking cigarette	104	1140958059101073408	Tue Jun 18 12:22:53 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	6942
1043	RT @nachdermas: it should be illegal to like harry potter after the age of 18. smoke a fucking cigarette	104	1140958370943385601	Tue Jun 18 12:24:08 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	6942
1044	"RT @minsugacheonye: Harry Potter y el misterio de que le dijo Jungkook a Hoseok para que reaccionara así 

 https://t.co/1ZREgz4FB0"	131	1140958153837862914	Tue Jun 18 12:23:16 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	1638
1045	"""Casi acaba conmigo"": J.K. Rowling confiesa la parte más difícil de la saga 'Harry Potter'  https://t.co/c9q9fn3LfV"	115	1140957935142522881	Tue Jun 18 12:22:24 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0
1046	"RT @marveuloki: Harry Potter x Billie Eillish?

sure, why not https://t.co/VnlHuMiW7z"	85	1140958137899507714	Tue Jun 18 12:23:12 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	21953
1047	Pagka bukas ko ng english book ko nakita ko harry potter😂😂	58	1140957810919743488	Tue Jun 18 12:21:54 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0
1048	"RT @kitsnit: harry potter e as relíquias da morte

cansada de procurar por coisas que eu não faço ideia do que são https://t.co/9BxnGorjO4"	138	1140957949856243713	Tue Jun 18 12:22:27 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	36
1049	♻️ Netflix apuesta por los cómics en streaming, mezclando la magia de Harry Potter con la mafia de El Padrino... https://t.co/69Mh2OhCo0	136	1140958278974877696	Tue Jun 18 12:23:46 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0
